"X" "Y"
"422" -75.174972 40.02852
"423" -76.50441 40.033708
"424" -75.716603 40.047605
"425" -78.662109 40.065126
"426" -78.473028 40.072185
"427" -78.473028 40.072185
"428" -75.754658 40.076769
"429" -75.146842 40.078722
"430" -75.13231 40.080954
"431" -75.224751 40.081222
"432" -75.40161 40.099294
"433" -74.98633 40.111248
"434" -75.77232 40.117144
"435" -75.964644 40.133145
"436" -75.624101 40.139038
"437" -75.514611 40.146477
"438" -78.631019 40.155665
"439" -78.631019 40.155665
"440" -75.730754 40.180097
"441" -75.730754 40.180097
"442" -75.730754 40.180097
"443" -78.520278 40.180181
"444" -78.520278 40.180181
"445" -76.494518 40.18267
"446" -74.912959 40.227496
"447" -78.403308 40.228629
"448" -75.463597 40.233718
"449" -75.597945 40.239556
"450" -75.597945 40.239556
"451" -77.89972 40.241748
"452" -76.449545 40.257197
"453" -75.030833 40.2575
"454" -75.456471 40.275422
"455" -75.456471 40.275422
"456" -75.456471 40.275422
"457" -76.046051 40.275925
"458" -75.479899 40.277046
"459" -75.180997 40.299007
"460" -74.950714 40.300945
"461" -76.204462 40.306357
"462" -75.887427 40.307593
"463" -75.104911 40.31157
"464" -77.679534 40.317911
"465" -75.477956 40.324267
"466" -74.944098 40.326641
"467" -75.90049 40.328472
"468" -75.451011 40.32899
"469" -79.790271 40.336498
"470" -79.790271 40.336498
"471" -75.469364 40.341422
"472" -75.700189 40.346484
"473" -78.087817 40.347639
"474" -82.1358333333 40.3583333333
"475" -75.43629 40.370934
"476" -75.38986 40.375678
"477" -75.874255 40.384419
"478" -75.874255 40.384419
"479" -75.867065 40.391724
"480" -75.628969 40.393183
"481" -76.45417 40.394227
"482" -81.0308333333 40.4016666667
"483" -81.7508333333 40.4091666667
"484" -75.490557 40.443043
"485" -76.071794 40.448322
"486" -75.523125 40.460091
"487" -75.517469 40.470548
"488" -75.102176 40.475562
"489" -75.146763 40.481198
"490" -76.904541 40.486996
"491" -75.582363 40.494086
"492" -75.838441 40.51085
"493" -75.878974 40.515751
"494" -75.166212 40.529694
"495" -75.417951 40.588053
"496" -75.395181 40.601487
"497" -82.2633333333 40.6152777778
"498" -75.331263 40.622184
"499" -75.370458 40.625932
"500" -75.661156 40.640754
"501" -81.0144444444 40.6480555556
"502" -75.204869 40.704666
"503" -75.204869 40.704666
"504" -75.204869 40.704666
"505" -76.390343 40.725628
"506" -73.360408 40.754
"507" -75.113049 40.807268
"508" -73.64484 40.848984
"509" -73.64484 40.848984
"510" -77.86041 40.850385
"511" -76.219742 40.902653
"512" -75.132703 40.93459
"513" -74.492831 40.980365
"514" -74.766263 41.0508
"515" -76.130548 41.071521
"516" -76.148422 41.087442
"517" -75.00184 41.093429
"518" -73.972914 41.096494
"519" -73.20472 41.16694
"520" -76.173569 41.17041
"521" -75.851226 41.218676
"522" -78.371897 41.316567
"523" -74.087277 41.323929
"524" -75.726329 41.327222
"525" -75.804459 41.351811
"526" -73.946692 41.41562
"527" -75.712829 41.464396
"528" -72.903598 41.51223
"529" -75.938559 41.566633
"530" -76.137192 41.628436
"531" -76.473931 41.71312
"532" -81.2472222222 41.7219444444
"533" -76.635169 41.758522
"534" -72.221955 41.814582
"535" -71.962574 41.897598
"536" -78.999369 42.009976
"537" -72.157288 42.063952
"538" -76.154649 42.069518
"539" -71.630253 42.077243
"540" -71.096203 42.20743
"541" -72.102297 42.213982
"542" -71.868422 42.242249
"543" -71.00227 42.252877
"544" -72.575767 42.256729
"545" -72.575767 42.256729
"546" -71.314993 42.299185
"547" -71.059773 42.358431
"548" -71.106164 42.41843
"549" -73.78866 42.446194
"550" -71.066163 42.458429
"551" -72.5375 42.48805
"552" -73.512048 42.495885
"553" -76.887126 42.498128
"554" -76.887126 42.498128
"555" -72.605644 42.544559
"556" -73.769894 42.6052
"557" -70.841156 42.679183
"558" -73.691796 42.728386
"559" -73.561523 42.735944
"560" -71.356661 42.76614
