"Sample"	"TP142"	"TP152"	"TP174"	"TP325"	"TP326"	"TP330"	"TP341"	"TP406"	"TP434"	"TP45"	"TP80B"	
"ONRB09"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB10"	"145,145"	"154,154"	"170,170"	"162,162"		"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB11"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB12"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB13"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB14"		"154,154"										
"ONRB14"	"145,145"	"154,154"	"170,170"	"162,162"		"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	"**combine,ne,wit,old"
"ONRB15"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB16"												
"ONRB16"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	"**combine,ne,wit,old"
"ONRB17"												
"ONRB17"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"		"308,308"	"213,213"	"163,163"	"382,382"		"**combine,ne,wit,old"
"ONRB18"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB19"		"154,154"	"170,170"	"162,162"			"308,308"		"163,163"	"382,382"		
"ONRB19"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"			"**combine,ne,wit,old"
"ONRB20"												
"ONRB20"		"154,154"	"170,170"	"162,162"	"226,226"		"308,308"	"213,213"	"163,163"	"382,382"		"**combine,ne,wit,old"
"ONRB21"										"382,382"		
"ONRB21"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	"**combine,ne,wit,old"
"ONRB22"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB23"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"		"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB23"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"		"**combine,ne,wit,old"
"ONRB24"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB25"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"296,296"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB26"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB27"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"ONRB28"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"PABE02"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"216,216"	"163,163"	"382,382"	"217,217"	
"PABE03"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"		"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"PABE04"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"216,216"	"163,163"	"382,382"	"217,217"	
"PABE05"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"		"299,299"			"382,382"		
"PABE06"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"216,216"	"163,163"	"382,382"	"217,217"	
"PABE07"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"216,216"	"163,163"	"382,382"	"217,217"	
"PABE09"	"145,145"	"154,154"	"167,167"		"226,226"	"358,358"	"299,299"	"216,216"	"163,163"	"382,382"	"217,217"	
"PABE10"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"213,213"	"163,163"	"382,382"	"217,217"	
"PABE11"				"162,162"								
"PABE12"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"		"163,163"	"382,382"	"217,217"	
"PABE13"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"		"163,163"	"382,382"	"217,217"	
"PABE15"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"216,216"	"163,163"	"382,382"	"217,217"	
"PABE16"	"145,145"	"154,154"		"162,162"	"226,226"	"358,358"	"299,299"	"213,213"	"163,163"			
"PABE17"				"162,162"								
"PABE18"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"213,213"	"163,163"			
"PABE19"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"216,216"	"163,163"	"382,382"	"217,217"	
"PABE20"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"299,299"	"216,216"	"163,163"	"382,382"		
"PABE21"												
"PABE25"	"145,145"	"154,154"	"167,167"	"177,177"	"226,226"	"358,358"	"299,299"	"216,216"		"382,382"	"217,217"	
"PACR01"	"145,145"	"154,154"	"167,167"	"177,177"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PACR02"	"145,145"	"154,154"	"167,167"	"177,177"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PACR03"	"145,145"	"154,154"	"167,167"	"177,177"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PACR04"	"145,145"	"154,154"	"167,167"		"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PACR05"	"145,145"	"154,154"	"167,167"	"177,177"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PACR07"	"145,145"	"154,154"	"167,167"	"168,168"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PAGP01"	"145,145"	"154,154"	"167,167"		"216,226"	"358,358"	"308,308"	"216,216"	"163,169"	"368,382"	"217,223"	
"PAGP03"	"145,145"	"154,154"	"170,170"	"168,168"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP05"	"145,145"	"154,154"	"170,170"	"168,168"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP07"	"145,145"	"154,154"	"170,170"		"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP08"	"145,145"	"154,154"	"167,167"	"162,162"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"223,223"	
"PAGP09"	"145,145"	"154,154"	"170,170"	"168,168"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP10"				"168,168"								
"PAGP13"	"145,145"	"154,154"	"170,170"	"168,168"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP15"	"145,145"	"154,154"	"170,170"		"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"		
"PAGP17"	"145,145"	"154,154"	"170,170"	"168,168"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP19"	"145,145"	"154,154"	"167,170"		"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PAGP21"	"145,145"	"154,154"	"170,170"	"168,168"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP22"	"145,145"	"154,154"	"170,170"	"168,168"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP23"	"145,145"	"154,154"	"170,170"		"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PAGP25"	"145,145"	"154,154"	"167,167"	"168,168"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"PAGP27"	"145,145"	"154,154"	"167,167"	"168,168"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"PAGP29"	"145,145"	"154,154"	"167,167"	"168,168"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"PAGP31"	"145,145"	"154,154"	"167,170"	"168,168"	"216,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,382"	"217,220"	
"PAGP32"	"145,145"	"154,154"		"168,168"	"216,216"		"308,308"		"163,163"	"368,368"		
"PAGP34"	"145,145"	"154,154"	"170,170"	"162,162"	"216,216"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"PASG01"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PASG02"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PASG04"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PASG05"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PASG06"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PASG07"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PASG08"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"PASG09"				"162,162"								
"PASG10"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"		
"PASG11"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"VAAC01"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC03"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC07"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC09"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC11"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC12"				"162,162"								
"VAAC14"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"		"308,308"	"213,213"	"163,163"	"382,382"		
"VAAC15"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC17"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC18"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC19"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"		"308,308"	"213,213"		"382,382"		
"VAAC21"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC23"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC25"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC27"				"162,162"								
"VAAC29"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"358,358"	"308,308"		"163,163"	"382,382"	"208,208"	
"VAAC30"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC31"	"145,145"	"154,154"	"170,170"	"168,168"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAAC33"				"162,162"								
"VAAC35"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"323,323"	"213,213"	"163,163"	"382,382"	"208,208"	
"VAHB01"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB02"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB03"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB05"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"		"163,163"	"368,368"		
"VAHB06"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB07"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB09"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB11"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB14"												
"VAHB16"	"145,145"	"156,156"		"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"		
"VAHB17"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB19"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB21"	"145,145"	"156,156"	"170,170"		"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB22"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB25"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB28"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB29"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB31"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VAHB35"	"145,145"	"156,156"	"170,170"	"162,162"	"226,226"		"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"VASC02"				"162,162"								
"VASC03"				"162,162"								
"VASC04"				"162,162"								
"VASC06"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"		"163,163"	"382,382"	"220,220"	
"VASC07"												
"VASC08"												
"VASC09"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"VASC10"												
"VASC11"												
"VASC12"												
"VASC13"												
"VASC14"												
"VASC15"												
"VASC16"												
"VASC18"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"		
"VASC20"												
"VASC21"												
"VASC22"												
"VASC24"												
"VASC25"												
"WVFM01"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"WVFM04"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM05"	"145,145"	"154,154"	"170,170"	"171,171"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"WVFM07"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"				
"WVFM09"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"WVFM11"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"WVFM13"	"145,145"	"154,154"	"167,167"	"171,171"	"226,226"	"356,356"	"308,308"	"213,213"	"163,163"	"382,382"	"220,220"	
"WVFM18"												
"WVFM19"	"145,145"	"154,154"	"167,167"	"165,165"	"226,226"	"356,356"	"320,320"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM20"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"166,169"	"382,382"	"220,220"	
"WVFM21"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM22"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM26"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM27"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM28"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM29"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM31"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"163,163"	"382,382"	"220,220"	
"WVFM32"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM34"	"145,145"	"154,154"	"167,167"	"162,162"	"226,226"	"356,356"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVFM35"	"145,145"	"154,154"	"167,167"	"153,153"	"226,226"	"356,356"	"308,308"	"216,216"	"166,166"	"382,382"	"220,220"	
"WVMO02"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO04"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO05"	"145,145"	"154,154"	"170,170"	"171,171"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"217,217"	
"WVMO06"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO08"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO09"	"145,145"	"156,156"	"167,167"	"174,174"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO10"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO12"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO13"	"145,145"	"156,156"	"167,167"	"174,174"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO14"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO18"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO21"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO22"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"382,382"	"217,217"	
"WVMO24"	"145,145"	"156,156"	"167,167"	"162,162"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"382,382"	"217,217"	
"WVMO29"	"145,145"	"156,156"	"170,170"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"WVMO30"	"145,145"	"156,156"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"213,213"	"163,163"	"368,368"	"217,217"	
"WVMO32"	"145,145"	"156,156"	"170,170"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"217,217"	
"WVMO34"	"145,145"	"156,156"	"170,170"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"		"217,217"	
"WVMO35"	"145,145"	"154,154"	"167,167"		"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"WVMO37"	"145,145"	"154,154"	"167,167"	"171,171"	"226,226"	"358,358"	"308,308"	"216,216"	"163,163"	"368,368"	"220,220"	
"WVSS01"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"207,207"	"163,163"	"382,382"		
"WVSS02"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"207,207"	"163,163"	"382,382"		
"WVSS03"	"135,135"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"207,207"	"163,163"	"382,382"	"223,223"	
"WVSS04"	"145,145"	"154,154"	"170,170"	"162,162"	"226,226"	"358,358"	"308,308"	"207,207"	"163,163"	"382,382"	"223,223"	
